City_ID,City,Description,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Mayo,clear sky,2021-02-18 03:59:54,38.8876,-76.5119,32.0,51,1,3.44
277,Cabo San Lucas,clear sky,2021-02-18 03:54:29,22.8909,-109.9124,64.0,82,1,10.36
278,Kabalo,overcast clouds,2021-02-18 04:08:41,-6.05,26.9167,70.83,96,100,2.44
279,Rawson,few clouds,2021-02-18 03:59:54,-43.3002,-65.1023,65.05,52,22,5.32
280,Geraldton,broken clouds,2021-02-18 03:59:40,-28.7667,114.6,75.2,50,75,21.85
281,Mayumba,light rain,2021-02-18 04:08:41,-3.432,10.6554,75.74,87,100,2.8
282,Sao Joao Da Ponte,overcast clouds,2021-02-18 04:08:41,-15.9292,-44.0078,68.34,97,100,8.01
283,Izvoarele Sucevei,overcast clouds,2021-02-18 04:08:41,47.75,25.1833,32.0,81,100,3.0
284,Eskisehir,clear sky,2021-02-18 04:06:30,39.7767,30.5206,15.8,86,0,3.44
285,Ouesso,broken clouds,2021-02-18 04:08:41,1.6136,16.0517,71.01,73,74,2.57
286,Tamworth,overcast clouds,2021-02-18 04:08:41,52.634,-1.6959,48.0,82,100,11.99
287,Hobyo,overcast clouds,2021-02-18 04:06:09,5.3505,48.5268,77.99,73,100,13.69
288,Brandon,overcast clouds,2021-02-18 04:08:42,27.9378,-82.2859,68.0,83,90,4.61
289,Birjand,clear sky,2021-02-18 04:08:42,32.8663,59.2211,50.0,14,0,16.11
290,Balabac,overcast clouds,2021-02-18 03:59:48,7.9868,117.0645,82.8,67,96,7.29
291,Pampa,overcast clouds,2021-02-18 04:08:42,35.5362,-100.9599,19.4,79,90,3.44
292,Ormara,clear sky,2021-02-18 04:08:42,25.2088,64.6357,72.88,46,0,3.58
293,Adrar,overcast clouds,2021-02-18 03:59:09,20.5022,-10.0711,65.34,26,100,6.4
294,Salinas,clear sky,2021-02-18 04:08:42,36.6777,-121.6555,55.4,50,1,6.91
295,Le Port,clear sky,2021-02-18 04:05:46,-20.9373,55.2919,80.6,74,0,3.44
296,Loandjili,few clouds,2021-02-18 04:08:42,-4.7561,11.8578,78.8,94,20,4.61
297,Gazli,overcast clouds,2021-02-18 04:08:42,40.1333,63.45,64.04,26,100,24.34
298,Flinders,light rain,2021-02-18 03:59:30,-34.5833,150.8552,73.99,78,84,1.01
299,Amli,few clouds,2021-02-18 04:08:43,20.2833,73.0167,81.68,19,17,5.77
300,Te Anau,clear sky,2021-02-18 04:08:43,-45.4167,167.7167,73.15,42,6,3.49
301,Lamu,mist,2021-02-18 03:59:39,-2.2717,40.902,75.2,88,20,5.28
302,Bubaque,broken clouds,2021-02-18 03:59:09,11.2833,-15.8333,77.79,63,69,6.71
303,Banda Aceh,few clouds,2021-02-18 04:08:43,5.5577,95.3222,84.88,59,11,12.66
304,Naliya,clear sky,2021-02-18 04:08:43,23.2667,68.8333,76.71,31,0,10.85
305,Lieksa,clear sky,2021-02-18 04:08:43,63.3167,30.0167,-6.27,87,9,7.31
306,Bafq,overcast clouds,2021-02-18 04:08:43,31.6128,55.4107,65.91,26,100,18.03
307,Kenai,clear sky,2021-02-18 04:08:43,60.5544,-151.2583,28.99,86,1,8.05
308,Samarai,overcast clouds,2021-02-18 04:08:44,-10.6167,150.6667,84.16,70,93,4.52
309,Luanda,broken clouds,2021-02-18 04:08:44,-8.8368,13.2343,78.8,83,75,5.75
310,Yarim,clear sky,2021-02-18 04:08:44,14.298,44.3779,52.5,48,0,2.91
311,Quatre Cocos,broken clouds,2021-02-18 04:08:44,-20.2078,57.7625,86.0,83,75,3.44
312,Bilibino,clear sky,2021-02-18 03:59:44,68.0546,166.4372,-14.04,79,0,2.21
313,Cockburn Town,scattered clouds,2021-02-18 03:59:19,21.4612,-71.1419,77.85,75,28,24.0
314,Warmbad,clear sky,2021-02-18 04:08:44,-28.45,18.7333,64.0,40,0,7.05
315,Katsuura,scattered clouds,2021-02-18 03:59:15,35.1333,140.3,46.4,26,40,14.97
316,Avera,overcast clouds,2021-02-18 03:54:57,33.194,-82.5271,46.4,87,90,10.36
317,Santa Rosa,scattered clouds,2021-02-18 04:08:45,14.3122,121.1114,87.01,58,40,5.75
318,Camopi,overcast clouds,2021-02-18 04:08:45,3.1655,-52.3158,69.06,98,88,2.15
319,Makat,overcast clouds,2021-02-18 04:08:45,47.6469,53.3463,10.53,94,100,21.03
320,Varangaon,clear sky,2021-02-18 04:08:45,21.0167,75.9,75.34,50,2,10.13
321,Umm Lajj,scattered clouds,2021-02-18 04:08:45,25.0213,37.2685,61.12,60,49,18.07
322,Severnyy,clear sky,2021-02-18 03:59:08,50.677,36.5532,10.4,79,0,1.99
323,Diebougou,scattered clouds,2021-02-18 04:08:45,10.9667,-3.25,75.96,18,36,7.65
324,Udachnyy,overcast clouds,2021-02-18 04:08:45,66.4167,112.4,-22.76,82,99,4.72
325,Wanning,broken clouds,2021-02-18 04:08:45,18.8003,110.3967,71.31,75,64,14.88
326,Mount Pleasant,overcast clouds,2021-02-18 04:07:06,32.7941,-79.8626,50.0,93,90,6.91
327,Alyangula,light rain,2021-02-18 04:08:45,-13.8483,136.4192,84.2,84,90,10.36
328,Safford,few clouds,2021-02-18 04:07:54,32.834,-109.7076,46.4,36,20,11.5
329,Turukhansk,overcast clouds,2021-02-18 04:08:46,65.8167,87.9833,-24.9,86,87,2.1
330,Katesh,overcast clouds,2021-02-18 04:08:46,-4.5167,35.3833,55.56,91,100,4.25
331,Okhotsk,scattered clouds,2021-02-18 04:08:46,59.3833,143.3,0.66,86,45,12.97
332,Suruc,light snow,2021-02-18 04:08:46,36.9761,38.425,32.0,100,75,9.22
333,Mahebourg,broken clouds,2021-02-18 03:59:11,-20.4081,57.7,77.0,83,75,3.44
334,Kukes,scattered clouds,2021-02-18 04:08:46,42.0769,20.4219,34.48,85,45,3.47
335,Sao Joao Da Barra,overcast clouds,2021-02-18 03:56:16,-21.6403,-41.0511,77.36,92,98,4.97
336,Ulaanbaatar,scattered clouds,2021-02-18 04:08:13,47.9077,106.8832,12.2,67,40,2.24
337,Padang,few clouds,2021-02-18 03:59:42,-0.9492,100.3543,82.4,69,20,6.91
338,Gaya,mist,2021-02-18 04:08:46,24.7833,85.0,64.4,88,40,5.75
339,Kalevala,clear sky,2021-02-18 04:08:47,65.2,31.1667,-5.4,88,0,7.49
340,Pokhara,clear sky,2021-02-18 04:08:47,28.2333,83.9833,69.13,25,0,4.61
341,Panaba,broken clouds,2021-02-18 04:08:47,21.2833,-88.2667,73.11,92,74,9.95
342,Nemuro,light snow,2021-02-18 04:08:47,43.3236,145.575,28.4,80,75,5.75
343,Sikonge,light rain,2021-02-18 04:08:47,-5.6333,32.7667,68.0,94,40,3.94
344,Baruun-Urt,clear sky,2021-02-18 03:59:30,46.6806,113.2792,14.67,92,0,12.41
345,Florestopolis,clear sky,2021-02-18 04:08:47,-22.8633,-51.3872,73.4,60,0,1.14
346,Muros,moderate rain,2021-02-18 03:59:34,42.7762,-9.0603,52.0,92,100,15.01
347,Zhigansk,broken clouds,2021-02-18 03:59:32,66.7697,123.3711,-23.58,83,52,10.58
348,Namie,overcast clouds,2021-02-18 04:05:05,37.4833,141.0,39.99,78,98,8.01
349,Mayor Pablo Lagerenza,clear sky,2021-02-18 04:08:47,-19.9309,-60.7718,72.82,57,4,2.57
350,Chapais,light snow,2021-02-18 03:59:41,49.7834,-74.8492,-2.2,84,90,3.44
351,Glenwood Springs,few clouds,2021-02-18 04:04:36,39.5505,-107.3248,26.6,54,20,16.11
352,Tayshet,light snow,2021-02-18 04:08:48,55.9342,98.0044,11.57,95,100,7.34
353,Farafangana,broken clouds,2021-02-18 04:08:48,-22.8167,47.8333,78.39,88,76,3.85
354,Yarada,haze,2021-02-18 04:08:48,17.65,83.2667,78.8,73,20,2.3
355,La Tuque,overcast clouds,2021-02-18 04:08:48,47.4334,-72.7824,-5.8,84,86,1.14
356,Yeppoon,light rain,2021-02-18 04:08:48,-23.1333,150.7333,89.6,43,40,9.22
357,Julita,overcast clouds,2021-02-18 04:08:48,10.9747,124.9617,81.86,67,100,11.07
358,Kahului,light rain,2021-02-18 03:59:16,20.8947,-156.47,71.6,83,75,13.8
359,Cayenne,few clouds,2021-02-18 03:59:34,4.9333,-52.3333,71.6,100,20,9.22
360,Vostok,overcast clouds,2021-02-18 04:08:48,46.4856,135.8833,9.97,95,100,7.16
361,Metaxades,light snow,2021-02-18 04:08:49,41.4204,26.225,29.75,96,100,1.95
362,Taltal,clear sky,2021-02-18 04:08:49,-25.4,-70.4833,64.67,76,1,3.98
363,Anloga,few clouds,2021-02-18 03:59:21,5.7947,0.8973,82.4,89,20,6.91
364,Hope,overcast clouds,2021-02-18 04:08:49,33.6671,-93.5916,24.01,73,100,5.01
365,Kushima,scattered clouds,2021-02-18 04:08:49,31.4583,131.2333,46.4,39,40,27.63
366,Kavos,broken clouds,2021-02-18 04:08:49,38.8268,22.8322,39.99,76,56,1.01
367,San Jeronimo,overcast clouds,2021-02-18 04:08:49,-11.9472,-75.2829,47.17,71,100,0.74
368,Kysyl-Syr,overcast clouds,2021-02-18 04:08:49,63.8986,122.7617,-18.17,86,100,7.96
369,Tucupita,clear sky,2021-02-18 03:59:49,9.0622,-62.051,67.66,96,7,2.91
370,Ronda,clear sky,2021-02-18 04:08:49,36.7423,-5.1671,50.0,64,8,1.01
371,Hami,clear sky,2021-02-18 04:08:50,42.8,93.45,46.29,47,0,4.18
372,San Ignacio,broken clouds,2021-02-18 04:08:50,17.1561,-89.0714,75.2,88,82,4.61
373,Lukovetskiy,light snow,2021-02-18 04:08:50,64.2956,41.9211,-5.8,77,90,6.71
374,Russell,overcast clouds,2021-02-18 03:59:43,32.3502,-85.1999,53.6,58,90,8.05
375,Tilichiki,broken clouds,2021-02-18 04:08:50,60.4667,166.1,-3.53,93,55,8.99
376,Bonavista,overcast clouds,2021-02-18 04:08:50,48.6499,-53.1147,27.0,93,100,8.05
377,Kenora,clear sky,2021-02-18 04:04:07,49.8167,-94.4337,-0.4,46,1,2.3
378,Conde,few clouds,2021-02-18 04:08:50,-7.2597,-34.9075,77.0,88,20,3.44
379,Moussoro,clear sky,2021-02-18 04:08:50,13.6408,16.4901,54.73,34,0,20.36
380,Sisimiut,clear sky,2021-02-18 04:08:51,66.9395,-53.6735,0.18,82,0,8.21
381,Beira,moderate rain,2021-02-18 04:08:51,-19.8436,34.8389,73.4,94,90,14.97
382,Berlevag,broken clouds,2021-02-18 04:08:51,70.8578,29.0864,24.8,63,75,8.05
383,Hunfeld,overcast clouds,2021-02-18 04:08:51,50.6797,9.7673,37.99,97,100,4.32
384,Pizhanka,overcast clouds,2021-02-18 04:08:51,57.4604,48.542,-9.74,89,97,6.46
385,Urusha,overcast clouds,2021-02-18 04:08:51,54.05,122.9,4.33,87,97,5.44
386,Ust-Tsilma,overcast clouds,2021-02-18 04:08:51,65.441,52.1498,-9.53,87,100,6.93
387,Kolondieba,overcast clouds,2021-02-18 04:08:51,11.0882,-6.8926,76.21,70,100,5.95
388,Celestun,clear sky,2021-02-18 04:08:51,20.8667,-90.4,80.31,71,0,13.62
389,Kaliua,overcast clouds,2021-02-18 04:08:51,-5.0606,31.7936,65.59,94,100,1.36
390,Tamandare,broken clouds,2021-02-18 04:08:52,-8.7597,-35.1047,76.84,82,53,7.81
391,Nanchang,clear sky,2021-02-18 04:08:52,28.6833,115.8833,58.21,41,0,5.37
392,Maumere,broken clouds,2021-02-18 04:08:52,-8.6199,122.2111,84.31,70,70,5.57
393,Saint-Augustin,light snow,2021-02-18 03:59:41,51.226,-58.6502,12.63,95,100,6.98
394,Dawei,clear sky,2021-02-18 03:59:50,14.0833,98.2,90.5,40,1,8.5
395,Klaebu,clear sky,2021-02-18 04:08:52,63.2976,10.4826,30.2,59,0,8.05
396,Dromolaxia,few clouds,2021-02-18 04:08:52,34.8761,33.586,39.2,70,20,3.44
397,Madimba,few clouds,2021-02-18 04:08:52,-10.4,40.3333,75.2,100,20,9.22
398,Peachtree City,overcast clouds,2021-02-18 04:08:06,33.3968,-84.5958,48.2,71,90,4.61
399,Nobeoka,broken clouds,2021-02-18 04:04:49,32.5833,131.6667,30.0,75,84,13.0
400,Senador Pompeu,overcast clouds,2021-02-18 04:08:53,-5.5881,-39.3717,72.45,87,97,2.21
401,Zyryanka,overcast clouds,2021-02-18 04:08:53,65.75,150.85,-13.34,87,100,4.43
402,Rio Gallegos,broken clouds,2021-02-18 03:59:25,-51.6226,-69.2181,57.2,67,75,8.05
403,Bocas Del Toro,scattered clouds,2021-02-18 04:08:53,9.3333,-82.25,77.5,77,42,0.49
404,Aklavik,overcast clouds,2021-02-18 03:59:54,68.2191,-135.0107,-16.6,76,100,1.14
405,Srednekolymsk,few clouds,2021-02-18 03:59:13,67.45,153.6833,-23.08,85,24,0.83
406,Barkhan,clear sky,2021-02-18 04:08:53,29.8977,69.5256,62.28,22,0,3.33
407,Amapala,scattered clouds,2021-02-18 04:08:53,13.2922,-87.6539,78.91,73,38,1.88
408,Molina,clear sky,2021-02-18 04:08:53,-35.1167,-71.2833,59.0,72,0,4.61
409,Waddan,clear sky,2021-02-18 04:08:53,29.1614,16.139,45.57,54,0,5.3
410,Boa Vista,clear sky,2021-02-18 04:04:30,2.8197,-60.6733,80.6,61,0,12.66
411,Mpika,overcast clouds,2021-02-18 04:08:54,-11.8343,31.4529,63.23,95,100,5.1
412,Pailon,scattered clouds,2021-02-18 04:08:54,-17.65,-62.75,73.4,94,40,3.44
413,Nsoko,clear sky,2021-02-18 04:08:54,-27.0333,31.95,64.6,88,3,3.96
414,Port Macquarie,broken clouds,2021-02-18 03:59:20,-31.4333,152.9167,75.2,73,75,14.97
415,Pangnirtung,overcast clouds,2021-02-18 03:59:29,66.1451,-65.7125,-17.57,82,97,1.81
416,Tual,few clouds,2021-02-18 04:08:54,-5.6667,132.75,83.84,78,12,20.94
417,Klaksvik,overcast clouds,2021-02-18 03:59:47,62.2266,-6.589,42.8,100,90,9.22
418,Aleksandrov Gay,broken clouds,2021-02-18 04:08:54,50.147,48.5704,-6.48,87,79,11.36
419,Fomboni,overcast clouds,2021-02-18 04:08:54,-12.28,43.7425,82.51,78,100,10.67
420,Gourdon,overcast clouds,2021-02-18 04:08:54,44.75,1.5,51.01,21,86,10.29
421,Pacifica,scattered clouds,2021-02-18 04:08:55,37.6138,-122.4869,55.0,50,40,14.97
422,Kavaratti,overcast clouds,2021-02-18 03:59:50,10.5669,72.642,81.0,69,98,8.08
423,Jilove U Prahy,overcast clouds,2021-02-18 04:08:55,49.8955,14.4933,39.99,88,97,3.31
424,Ponta Delgada,broken clouds,2021-02-18 04:08:55,37.7333,-25.6667,54.0,87,75,10.76
425,Huntsville,heavy intensity rain,2021-02-18 04:04:12,34.7304,-86.5861,33.01,100,90,3.44
426,Bako,broken clouds,2021-02-18 04:08:55,5.7833,36.5667,67.42,51,67,3.15
427,Idrija,few clouds,2021-02-18 04:08:55,46.0028,14.0306,39.99,89,19,1.88
428,Jiayuguan,clear sky,2021-02-18 04:08:55,39.8167,98.3,42.26,50,0,1.77
429,Kalabo,overcast clouds,2021-02-18 04:08:55,-14.97,22.6814,65.68,92,100,3.47
430,Hukuntsi,broken clouds,2021-02-18 04:08:56,-24.0,21.75,70.41,66,59,11.01
431,Montrose,light snow,2021-02-18 04:08:56,38.4166,-108.2673,26.6,80,90,9.22
432,Belyy Yar,broken clouds,2021-02-18 03:59:26,53.6039,91.3903,21.2,79,75,13.42
433,San Cristobal,overcast clouds,2021-02-18 03:55:15,7.7669,-72.225,64.65,89,87,1.81
434,Ilulissat,overcast clouds,2021-02-18 03:59:27,69.2167,-51.1,5.0,66,90,5.75
435,Troitskoye,snow,2021-02-18 04:08:56,52.9821,84.6757,8.82,95,100,5.06
436,Stykkisholmur,light snow,2021-02-18 03:59:53,65.0757,-22.7297,34.81,94,100,7.52
437,Shizunai,scattered clouds,2021-02-18 04:08:56,42.3339,142.3669,33.31,86,50,21.34
438,Katangli,overcast clouds,2021-02-18 03:59:29,51.7102,143.2326,7.74,94,100,19.28
439,Pacatuba,scattered clouds,2021-02-18 04:08:36,-3.9842,-38.6203,81.0,83,40,3.44
440,Ketchikan,scattered clouds,2021-02-18 03:59:35,55.3422,-131.6461,39.2,80,40,4.61
441,Pastavy,scattered clouds,2021-02-18 04:08:57,55.1168,26.8326,-6.79,91,38,5.79
442,Tocopilla,clear sky,2021-02-18 04:08:57,-22.092,-70.1979,69.37,65,0,5.32
443,Meghraj,clear sky,2021-02-18 04:08:57,23.5,73.5,75.51,20,0,16.42
444,Uwajima,scattered clouds,2021-02-18 04:08:57,33.2238,132.56,37.4,44,40,13.8
445,Vanimo,scattered clouds,2021-02-18 04:08:57,-2.6741,141.3028,86.36,63,39,7.76
446,Anchorage,broken clouds,2021-02-18 04:06:33,61.2181,-149.9003,28.99,80,75,4.72
447,Tra Vinh,clear sky,2021-02-18 04:08:57,9.9347,106.3453,86.59,42,4,5.66
448,Mogadishu,broken clouds,2021-02-18 04:08:57,2.0371,45.3438,77.13,82,70,16.02
449,Broken Hill,clear sky,2021-02-18 04:08:57,-31.95,141.4333,87.8,20,0,19.57
450,Masvingo,overcast clouds,2021-02-18 03:59:49,-20.0637,30.8277,61.07,96,93,1.81
451,Bandarbeyla,broken clouds,2021-02-18 03:59:27,9.4942,50.8122,74.89,65,76,7.9
452,Takoradi,overcast clouds,2021-02-18 03:59:37,4.8845,-1.7554,79.18,86,100,8.68
453,Mao,overcast clouds,2021-02-18 04:08:58,39.8885,4.2658,53.6,87,90,5.75
454,Marzuq,clear sky,2021-02-18 04:08:58,14.4,46.4667,64.17,29,0,3.56
455,Fort Smith,overcast clouds,2021-02-18 04:08:58,35.3859,-94.3986,23.0,86,90,0.96
456,Nerchinskiy Zavod,overcast clouds,2021-02-18 04:08:58,51.3088,119.61,4.05,94,99,6.38
457,Safaga,clear sky,2021-02-18 04:08:58,26.7292,33.9365,48.2,49,0,6.91
458,Palana,broken clouds,2021-02-18 04:08:58,59.1167,159.9667,14.04,94,73,14.09
459,Pedernales,clear sky,2021-02-18 04:08:58,18.0384,-71.744,77.43,64,0,7.54
460,Nabire,scattered clouds,2021-02-18 04:08:59,-3.3667,135.4833,89.04,55,44,6.85
461,Shache,clear sky,2021-02-18 04:08:59,38.4167,77.2406,45.45,47,0,3.06
462,Robertsport,moderate rain,2021-02-18 04:08:59,6.7533,-11.3686,75.27,90,100,17.0
463,Cedral,clear sky,2021-02-18 04:08:59,23.8,-100.7333,63.21,27,0,13.69
464,Yelovo,clear sky,2021-02-18 04:08:59,57.0538,54.9207,-12.87,87,2,4.99
465,Wanxian,broken clouds,2021-02-18 04:04:10,30.8039,108.3897,65.77,46,84,2.19
466,Toora-Khem,light snow,2021-02-18 04:08:59,52.4675,96.11,27.66,95,100,4.12
467,Xiongzhou,clear sky,2021-02-18 04:08:59,25.1167,114.3,63.63,35,0,8.7
468,Lima,clear sky,2021-02-18 04:08:19,-12.0432,-77.0282,73.99,83,0,6.91
469,Marienburg,few clouds,2021-02-18 04:09:00,54.0359,19.0266,19.4,73,20,8.05
470,Sept-Iles,clear sky,2021-02-18 04:09:00,50.2001,-66.3821,8.6,78,1,6.91
471,Iqaluit,broken clouds,2021-02-18 04:09:00,63.7506,-68.5145,-5.01,59,75,4.61
472,Launceston,clear sky,2021-02-18 04:09:00,-41.45,147.1667,78.01,44,1,12.66
473,Portland,overcast clouds,2021-02-18 03:59:30,45.5234,-122.6762,41.0,75,90,3.71
474,Chippewa Falls,overcast clouds,2021-02-18 04:09:00,44.9369,-91.3929,10.0,78,90,3.4
475,Itarema,overcast clouds,2021-02-18 03:59:12,-2.9248,-39.9167,76.19,85,98,5.75
476,Rustenburg,clear sky,2021-02-18 04:09:00,-25.6676,27.2421,66.15,58,0,2.39
477,Sinnamary,broken clouds,2021-02-18 04:09:01,5.3833,-52.95,75.09,81,80,9.86
478,Pindiga,scattered clouds,2021-02-18 04:09:01,9.9833,10.9333,60.06,33,34,13.13
479,Vitim,overcast clouds,2021-02-18 04:09:01,59.4511,112.5578,8.1,91,100,3.62
480,Tautira,light rain,2021-02-18 03:59:13,-17.7333,-149.15,86.0,66,20,4.61
481,Agadez,clear sky,2021-02-18 04:09:01,19.75,10.25,46.99,48,0,8.75
482,Seydi,overcast clouds,2021-02-18 04:09:01,39.4816,62.9137,62.94,28,99,25.86
483,Bud,light snow,2021-02-18 03:59:24,39.447,-86.1758,19.99,74,100,6.69
484,North Bend,clear sky,2021-02-18 04:05:21,43.4065,-124.2243,44.6,87,1,3.44
485,Labuan,scattered clouds,2021-02-18 04:09:01,5.2767,115.2417,78.8,89,40,2.3
486,Cururupu,light rain,2021-02-18 04:09:02,-1.8283,-44.8683,74.26,96,100,3.31
487,Bagan,overcast clouds,2021-02-18 03:59:49,54.1001,77.6646,-4.88,89,100,3.49
488,Pangody,scattered clouds,2021-02-18 03:59:19,65.85,74.4859,-36.71,82,31,9.08
489,Tura,overcast clouds,2021-02-18 04:09:02,25.5198,90.2201,82.4,25,94,2.13
490,Punta Umbria,overcast clouds,2021-02-18 04:09:02,37.1821,-6.9661,48.99,78,100,1.01
491,Albacete,clear sky,2021-02-18 04:09:02,38.8333,-2.0,39.2,81,0,5.75
492,Brunswick,overcast clouds,2021-02-18 04:05:26,41.2381,-81.8418,19.4,68,90,11.5
493,Los Llanos De Aridane,clear sky,2021-02-18 03:59:41,28.6585,-17.9182,62.6,55,0,6.91
494,Mae Sai,few clouds,2021-02-18 04:09:02,20.4335,99.8762,79.0,78,20,2.3
495,Talcher,clear sky,2021-02-18 04:09:02,20.95,85.2167,84.29,39,0,1.86
496,Laguna,clear sky,2021-02-18 03:59:32,38.421,-121.4238,55.4,33,1,10.36
497,Dicabisagan,broken clouds,2021-02-18 04:09:02,17.0818,122.4157,72.73,83,81,15.66
498,Yemtsa,overcast clouds,2021-02-18 04:09:03,63.0734,40.3329,-12.86,85,100,7.43
499,Manado,scattered clouds,2021-02-18 03:55:53,1.487,124.8455,80.6,89,40,4.61
500,Rubiataba,overcast clouds,2021-02-18 04:09:03,-15.1644,-49.8033,70.21,94,100,4.09
501,Alquizar,few clouds,2021-02-18 04:09:03,22.8058,-82.5842,75.0,94,20,3.44
502,Nusaybin,scattered clouds,2021-02-18 04:09:03,37.0778,41.2178,35.6,80,40,4.61
503,Tinskoy,light snow,2021-02-18 04:09:03,56.1525,96.9161,10.74,94,100,9.1
504,Dunmore East,overcast clouds,2021-02-18 04:09:03,52.1514,-6.9861,39.0,90,100,3.0
505,Varhaug,scattered clouds,2021-02-18 04:09:03,58.6147,5.6457,39.2,70,40,19.57
506,Kanata,overcast clouds,2021-02-18 04:09:03,45.3159,-75.8985,10.99,72,94,4.94
507,Arrecife,clear sky,2021-02-18 03:59:36,28.963,-13.5477,59.0,72,0,9.22
508,Vila Franca Do Campo,broken clouds,2021-02-18 03:59:17,37.7167,-25.4333,53.6,87,75,8.66
509,Nivala,scattered clouds,2021-02-18 04:09:04,63.9167,24.9667,-6.0,86,46,4.94
510,Novy Bydzov,clear sky,2021-02-18 04:09:04,50.2415,15.4908,36.0,93,0,2.3
511,Port Keats,clear sky,2021-02-18 03:59:46,-14.25,129.55,93.07,54,2,7.43
512,Bonthe,overcast clouds,2021-02-18 04:09:04,7.5264,-12.505,76.35,89,100,5.35
513,Catia La Mar,scattered clouds,2021-02-18 04:09:04,10.6038,-67.0303,75.2,88,40,5.75
514,Neijiang,overcast clouds,2021-02-18 04:09:04,29.5835,105.0622,55.99,69,100,2.75
515,Chiang Rai,few clouds,2021-02-18 04:09:04,19.9167,99.9167,79.0,78,20,2.3
516,Kelso,few clouds,2021-02-18 04:07:52,46.1468,-122.9084,39.0,93,20,3.04
517,Leh,clear sky,2021-02-18 03:59:26,34.1667,77.5833,10.47,61,0,1.72
518,Kasungu,overcast clouds,2021-02-18 04:09:04,-13.0333,33.4833,65.77,95,100,1.45
519,Mahalapye,few clouds,2021-02-18 04:09:05,-23.1041,26.8142,68.16,52,20,1.99
520,Sorong,overcast clouds,2021-02-18 04:09:05,-0.8833,131.25,83.62,75,89,10.16
521,Nome,clear sky,2021-02-18 03:59:45,64.5011,-165.4064,-0.4,60,1,6.91
522,Oranjestad,scattered clouds,2021-02-18 03:57:26,12.524,-70.027,78.8,73,40,17.27
523,Teloloapan,broken clouds,2021-02-18 04:09:05,18.35,-99.85,66.99,21,72,2.77
524,Ancud,overcast clouds,2021-02-18 03:59:36,-41.8697,-73.8203,57.99,94,90,16.11
525,Mareeba,light rain,2021-02-18 03:59:48,-17.0,145.4333,81.0,89,90,5.75
526,Stillwater,overcast clouds,2021-02-18 04:04:49,36.1156,-97.0584,17.6,73,90,6.91
527,Itacarambi,moderate rain,2021-02-18 04:09:05,-15.1022,-44.0919,70.99,92,100,4.94
528,Groa,overcast clouds,2021-02-18 04:09:05,62.65,8.7167,37.4,48,100,5.75
529,Biltine,clear sky,2021-02-18 04:09:05,14.5333,20.9167,52.63,36,0,15.43
530,Sherghati,mist,2021-02-18 04:09:06,24.5667,84.7833,64.4,88,40,5.75
531,Tuatapere,clear sky,2021-02-18 04:09:06,-46.1333,167.6833,61.0,74,7,13.0
532,Shaoguan,clear sky,2021-02-18 04:09:06,24.8,113.5833,65.93,32,0,5.46
533,Acarau,overcast clouds,2021-02-18 04:09:06,-2.8856,-40.12,76.53,84,98,6.89
534,Marsh Harbour,broken clouds,2021-02-18 04:05:14,26.5412,-77.0636,75.33,86,77,12.37
535,Broome,overcast clouds,2021-02-18 04:09:06,42.2506,-75.833,17.6,62,90,4.61
536,Muli,clear sky,2021-02-18 04:09:06,2.9167,73.5667,82.15,77,7,13.94
537,Kangaatsiaq,scattered clouds,2021-02-18 03:59:31,68.3065,-53.4641,-3.17,94,42,8.19
538,Atikokan,broken clouds,2021-02-18 04:09:06,48.7555,-91.6216,0.9,90,82,2.44
539,Kismayo,overcast clouds,2021-02-18 04:09:06,-0.3582,42.5454,78.1,80,98,13.49
540,Skagen,light rain,2021-02-18 04:09:06,57.7209,10.5839,32.0,92,100,18.99
541,Taseyevo,overcast clouds,2021-02-18 04:09:07,57.2169,94.8978,8.01,92,100,11.36
542,Moose Factory,clear sky,2021-02-18 04:09:07,51.2585,-80.6094,-2.2,84,1,5.75
543,Latung,overcast clouds,2021-02-18 04:09:07,5.5,120.8833,82.8,77,99,20.13
544,Yanam,haze,2021-02-18 04:07:11,16.7333,82.2167,78.8,73,20,6.91
545,Aras,mist,2021-02-18 04:09:07,42.5617,-2.356,39.2,100,100,1.14
546,Mallaig,scattered clouds,2021-02-18 04:09:07,54.2169,-111.3685,1.4,77,44,5.75
547,Kalmunai,overcast clouds,2021-02-18 03:59:48,7.4167,81.8167,80.13,73,89,6.89
548,Chepareria,overcast clouds,2021-02-18 04:09:07,1.3077,35.2039,63.63,54,100,4.41
549,Tonekabon,overcast clouds,2021-02-18 04:09:07,36.8163,50.8738,48.2,100,90,9.22
550,Clyde River,few clouds,2021-02-18 03:59:23,70.4692,-68.5914,-11.2,84,20,6.91
551,Kimbe,light rain,2021-02-18 03:59:13,-5.5502,150.1429,86.43,66,100,5.48
552,Dhidhdhoo,scattered clouds,2021-02-18 04:09:08,6.8833,73.1,80.91,68,31,5.99
553,Hay River,clear sky,2021-02-18 03:59:15,60.8156,-115.7999,-7.6,77,0,8.05
554,Roebourne,clear sky,2021-02-18 04:09:08,-20.7833,117.1333,91.24,48,0,7.23
555,Chokwe,overcast clouds,2021-02-18 04:09:08,-24.5333,32.9833,72.99,84,100,12.91
556,Suleja,scattered clouds,2021-02-18 04:09:08,9.1758,7.1808,68.14,25,31,9.31
